#     t[s], lane,       x[m],     v[m/s],   a[m/s^2],     gap[m],    dv[m/s], label,           id,	roadId, originId, infoComment, absTime, xWithOffset[m]
     58.00,    2,      190.5,     6.5552,   -0.00173,      35.40,   0.255924,  IDM,           19,        1,        1, , 1970-01-01T00:00:58Z,   190.5408
     58.00,    2,      160.3,     4.8014,    0.03329,      24.28,  -1.753773,  IDM,           18,        1,        1, , 1970-01-01T00:00:58Z,   160.2656
     58.00,    2,      135.4,     6.1635,   -0.14229,      18.91,   1.362114,  IDM,           21,        1,        1, , 1970-01-01T00:00:58Z,   135.3569
     58.00,    2,       68.4,    10.0108,    0.49874,      61.00,   3.847249,  IDM,           26,        1,        1, , 1970-01-01T00:00:58Z,    68.3593
     59.00,    1,      287.2,     5.9832,   -0.01256,      13.04,  -0.592388,  IDM,            7,        1,        1, , 1970-01-01T00:00:59Z,   287.2480
     59.00,    1,      268.0,     6.0722,   -0.04044,      13.24,   0.088967,  IDM,           11,        1,        1, , 1970-01-01T00:00:59Z,   268.0064
     59.00,    1,      248.5,     6.1395,   -0.02320,      13.52,   0.067297,  IDM,           14,        1,        1, , 1970-01-01T00:00:59Z,   248.4872
     59.00,    1,      229.0,     6.1582,   -0.00012,      13.53,   0.018718,  IDM,           16,        1,        1, , 1970-01-01T00:00:59Z,   228.9586
     59.00,    1,      179.5,    10.8706,   -0.19130,      43.45,   4.712394,  IDM,           22,        1,        1, , 1970-01-01T00:00:59Z,   179.5056
     59.00,    1,      128.4,     8.2598,   -0.00022,      45.14,  -2.610741,  IDM,           24,        1,        1, , 1970-01-01T00:00:59Z,   128.3654
     59.00,    1,       86.5,     4.8423,   -0.01708,      35.84,  -3.417506,  IDM,           25,        1,        1, , 1970-01-01T00:00:59Z,    86.5265
     59.00,    2,      299.6,     6.3018,    0.00123,      13.75,  -0.001465,  IDM,            9,        1,        1, , 1970-01-01T00:00:59Z,   299.5746
     59.00,    2,      279.8,     6.2972,    0.00218,      13.75,  -0.004612,  IDM,            8,        1,        1, , 1970-01-01T00:00:59Z,   279.8275
     59.00,    2,      260.0,     6.2907,    0.00100,      13.86,  -0.006489,  IDM,           12,        1,        1, , 1970-01-01T00:00:59Z,   259.9664
     59.00,    2,      238.2,     6.2971,   -0.00189,      15.72,   0.006362,  IDM,           15,        1,        1, , 1970-01-01T00:00:59Z,   238.2429
     59.00,    2,      197.1,     6.5528,   -0.00286,      35.15,   0.255653,  IDM,           19,        1,        1, , 1970-01-01T00:00:59Z,   197.0948
     59.00,    2,      165.1,     4.8312,    0.02713,      26.01,  -1.721545,  IDM,           18,        1,        1, , 1970-01-01T00:00:59Z,   165.0824
     59.00,    2,      141.4,     6.0185,   -0.14680,      17.63,   1.187270,  IDM,           21,        1,        1, , 1970-01-01T00:00:59Z,   141.4482
     59.00,    2,       78.6,    10.4338,    0.35936,      56.86,   4.415320,  IDM,           26,        1,        1, , 1970-01-01T00:00:59Z,    78.5931
     60.00,    1,      293.0,     5.5293,   -0.25627,      13.90,  -1.047151,  IDM,            7,        1,        1, , 1970-01-01T00:01:00Z,   292.9623
     60.00,    1,      274.0,     5.9671,   -0.15225,      12.93,   0.437777,  IDM,           11,        1,        1, , 1970-01-01T00:01:00Z,   274.0363
     60.00,    1,      254.6,     6.1070,   -0.04483,      13.42,   0.139935,  IDM,           14,        1,        1, , 1970-01-01T00:01:00Z,   254.6124
     60.00,    1,      235.1,     6.1530,   -0.00992,      13.50,   0.045977,  IDM,           16,        1,        1, , 1970-01-01T00:01:00Z,   235.1150
     60.00,    1,      190.3,    10.6464,   -0.25140,      38.85,   4.493383,  IDM,           22,        1,        1, , 1970-01-01T00:01:00Z,   190.2690
     60.00,    1,      136.6,     8.2600,    0.00018,      47.64,  -2.386388,  IDM,           24,        1,        1, , 1970-01-01T00:01:00Z,   136.6253
     60.00,    1,       91.4,     4.8339,   -0.00336,      39.26,  -3.426118,  IDM,           25,        1,        1, , 1970-01-01T00:01:00Z,    91.3636
     60.00,    1,       45.0,     7.2508,    0.00000,      40.41,   2.416946,  IDM,           28,        1,        1, , 1970-01-01T00:01:00Z,    44.9552
     60.00,    2,      286.1,     6.2993,    0.00201,      13.75,  -0.003643,  IDM,            8,        1,        1, , 1970-01-01T00:01:00Z,   286.1258
     60.00,    2,      266.3,     6.2922,    0.00177,      13.87,  -0.007134,  IDM,           12,        1,        1, , 1970-01-01T00:01:00Z,   266.2578
     60.00,    2,      244.5,     6.2956,   -0.00125,      15.72,   0.003366,  IDM,           15,        1,        1, , 1970-01-01T00:01:00Z,   244.5392
     60.00,    2,      203.6,     6.5495,   -0.00348,      34.89,   0.253966,  IDM,           19,        1,        1, , 1970-01-01T00:01:00Z,   203.6460
     60.00,    2,      169.9,     4.8554,    0.02203,      27.72,  -1.694082,  IDM,           18,        1,        1, , 1970-01-01T00:01:00Z,   169.9262
     60.00,    2,      147.4,     5.8708,   -0.14772,      16.53,   1.015396,  IDM,           21,        1,        1, , 1970-01-01T00:01:00Z,   147.3929
     60.00,    2,       89.2,    10.7118,    0.21030,      52.21,   4.840980,  IDM,           26,        1,        1, , 1970-01-01T00:01:00Z,    89.1783
     61.00,    1,      298.4,     5.3955,   -0.06034,      15.03,  -1.181064,  IDM,            7,        1,        1, , 1970-01-01T00:01:01Z,   298.4095
     61.00,    1,      279.9,     5.7956,   -0.17613,      12.49,   0.400098,  IDM,           11,        1,        1, , 1970-01-01T00:01:01Z,   279.9192
     61.00,    1,      260.7,     6.0408,   -0.08438,      13.23,   0.245127,  IDM,           14,        1,        1, , 1970-01-01T00:01:01Z,   260.6896
     61.00,    1,      241.3,     6.1345,   -0.02683,      13.43,   0.093756,  IDM,           16,        1,        1, , 1970-01-01T00:01:01Z,   241.2602
     61.00,    1,      200.8,    10.3607,   -0.31421,      34.48,   4.226191,  IDM,           22,        1,        1, , 1970-01-01T00:01:01Z,   200.7778
     61.00,    1,      144.9,     8.2596,   -0.00109,      49.89,  -2.101119,  IDM,           24,        1,        1, , 1970-01-01T00:01:01Z,   144.8852
     61.00,    1,       96.2,     4.8337,    0.00153,      42.69,  -3.425944,  IDM,           25,        1,        1, , 1970-01-01T00:01:01Z,    96.1970
     61.00,    2,      292.4,     6.3012,    0.00177,      13.75,  -0.002718,  IDM,            8,        1,        1, , 1970-01-01T00:01:01Z,   292.4261
     61.00,    2,      272.6,     6.2942,    0.00221,      13.88,  -0.006975,  IDM,           12,        1,        1, , 1970-01-01T00:01:01Z,   272.5510
     61.00,    2,      250.8,     6.2947,   -0.00056,      15.72,   0.000461,  IDM,           15,        1,        1, , 1970-01-01T00:01:01Z,   250.8343
     61.00,    2,      210.2,     6.5458,   -0.00382,      34.64,   0.251148,  IDM,           19,        1,        1, , 1970-01-01T00:01:01Z,   210.1937
     61.00,    2,      174.8,     4.8752,    0.01801,      29.40,  -1.670662,  IDM,           18,        1,        1, , 1970-01-01T00:01:01Z,   174.7918
     61.00,    2,      153.2,     5.7246,   -0.14428,      15.60,   0.849455,  IDM,           21,        1,        1, , 1970-01-01T00:01:01Z,   153.1904
     61.00,    2,      100.0,    10.8371,    0.05497,      47.22,   5.112459,  IDM,           26,        1,        1, , 1970-01-01T00:01:01Z,    99.9656
     61.00,    2,       52.6,     8.1118,    0.83398,      41.32,  -2.725284,  IDM,           28,        1,        1, , 1970-01-01T00:01:01Z,    52.6413
     62.00,    1,      285.6,     5.6323,   -0.14782,      12.16,   0.247529,  IDM,           11,        1,        1, , 1970-01-01T00:01:02Z,   285.6307
     62.00,    1,      266.7,     5.9367,   -0.11806,      12.95,   0.304385,  IDM,           14,        1,        1, , 1970-01-01T00:01:02Z,   266.6811
     62.00,    1,      247.4,     6.0945,   -0.05177,      13.30,   0.157805,  IDM,           16,        1,        1, , 1970-01-01T00:01:02Z,   247.3768
     62.00,    1,      211.0,    10.0105,   -0.38017,      30.41,   3.915951,  IDM,           22,        1,        1, , 1970-01-01T00:01:02Z,   210.9688
     62.00,    1,      153.1,     8.2573,   -0.00341,      51.83,  -1.753156,  IDM,           24,        1,        1, , 1970-01-01T00:01:02Z,   153.1438
     62.00,    1,      101.0,     4.8361,    0.00296,      46.11,  -3.421173,  IDM,           25,        1,        1, , 1970-01-01T00:01:02Z,   101.0317
     62.00,    2,      298.7,     6.3028,    0.00152,      13.76,  -0.002068,  IDM,            8,        1,        1, , 1970-01-01T00:01:02Z,   298.7281
     62.00,    2,      278.8,     6.2966,    0.00238,      13.88,  -0.006273,  IDM,           12,        1,        1, , 1970-01-01T00:01:02Z,   278.8464
     62.00,    2,      257.1,     6.2945,    0.00009,      15.72,  -0.002060,  IDM,           15,        1,        1, , 1970-01-01T00:01:02Z,   257.1288
     62.00,    2,      216.7,     6.5419,   -0.00399,      34.39,   0.247417,  IDM,           19,        1,        1, , 1970-01-01T00:01:02Z,   216.7376
     62.00,    2,      179.7,     4.8914,    0.01487,      31.06,  -1.650525,  IDM,           18,        1,        1, , 1970-01-01T00:01:02Z,   179.6754
     62.00,    2,      158.8,     5.5844,   -0.13626,      14.83,   0.693006,  IDM,           21,        1,        1, , 1970-01-01T00:01:02Z,   158.8442
     62.00,    2,      110.8,    10.8047,   -0.10432,      42.04,   5.220300,  IDM,           26,        1,        1, , 1970-01-01T00:01:02Z,   110.7996
     62.00,    2,       61.2,     8.9055,    0.75760,      43.64,  -1.899226,  IDM,           28,        1,        1, , 1970-01-01T00:01:02Z,    61.1563
     63.00,    1,      291.2,     5.5106,   -0.09907,      12.00,   0.087105,  IDM,           11,        1,        1, , 1970-01-01T00:01:03Z,   291.1981
     63.00,    1,      272.6,     5.8085,   -0.13338,      12.64,   0.297897,  IDM,           14,        1,        1, , 1970-01-01T00:01:03Z,   272.5549
     63.00,    1,      253.4,     6.0272,   -0.08009,      13.11,   0.218711,  IDM,           16,        1,        1, , 1970-01-01T00:01:03Z,   253.4400
     63.00,    1,      220.8,     9.5932,   -0.44759,      26.66,   3.566007,  IDM,           22,        1,        1, , 1970-01-01T00:01:03Z,   220.7762
     63.00,    1,      161.4,     8.2522,   -0.00653,      53.38,  -1.340935,  IDM,           24,        1,        1, , 1970-01-01T00:01:03Z,   161.3989
     63.00,    1,      121.5,    10.6883,   -0.00396,      33.87,   2.436036,  IDM,           26,        1,        1, , 1970-01-01T00:01:03Z,   121.5325
     63.00,    1,      105.9,     4.7827,   -0.13966,       9.67,  -5.905624,  IDM,           25,        1,        1, , 1970-01-01T00:01:03Z,   105.8600
     63.00,    2,      285.1,     6.2989,    0.00235,      13.89,  -0.005340,  IDM,           12,        1,        1, , 1970-01-01T00:01:03Z,   285.1442
     63.00,    2,      263.4,     6.2949,    0.00065,      15.72,  -0.004033,  IDM,           15,        1,        1, , 1970-01-01T00:01:03Z,   263.4235
     63.00,    2,      223.3,     6.5379,   -0.00407,      34.15,   0.242970,  IDM,           19,        1,        1, , 1970-01-01T00:01:03Z,   223.2775
     63.00,    2,      184.6,     4.9049,    0.01242,      32.70,  -1.633015,  IDM,           18,        1,        1, , 1970-01-01T00:01:03Z,   184.5737
     63.00,    2,      164.4,     5.4545,   -0.12413,      14.21,   0.549641,  IDM,           21,        1,        1, , 1970-01-01T00:01:03Z,   164.3627
     63.00,    2,       70.4,     9.6124,    0.66433,      87.94,   4.157928,  IDM,           28,        1,        1, , 1970-01-01T00:01:03Z,    70.4230
     63.00,    2,       41.0,    12.8688,    0.00000,      23.40,   3.256344,  IDM,           29,        1,        1, , 1970-01-01T00:01:03Z,    41.0230
     64.00,    1,      296.7,     5.4396,   -0.04855,      11.98,  -0.039439,  IDM,           11,        1,        1, , 1970-01-01T00:01:04Z,   296.6690
     64.00,    1,      278.3,     5.6767,   -0.12742,      12.37,   0.237049,  IDM,           14,        1,        1, , 1970-01-01T00:01:04Z,   278.2968
     64.00,    1,      259.4,     5.9329,   -0.10470,      12.87,   0.256256,  IDM,           16,        1,        1, , 1970-01-01T00:01:04Z,   259.4221
     64.00,    1,      230.1,     9.1099,   -0.51123,      23.29,   3.177002,  IDM,           22,        1,        1, , 1970-01-01T00:01:04Z,   230.1330
     64.00,    1,      169.6,     8.2436,   -0.01043,      54.49,  -0.866313,  IDM,           24,        1,        1, , 1970-01-01T00:01:04Z,   169.6471
     64.00,    1,      132.2,    10.6354,   -0.09046,      31.45,   2.391792,  IDM,           26,        1,        1, , 1970-01-01T00:01:04Z,   132.2014
     64.00,    1,      110.6,     4.7546,    0.01715,      15.58,  -5.880820,  IDM,           25,        1,        1, , 1970-01-01T00:01:04Z,   110.6178
     64.00,    2,      291.4,     6.3012,    0.00222,      13.89,  -0.004421,  IDM,           12,        1,        1, , 1970-01-01T00:01:04Z,   291.4443
     64.00,    2,      269.7,     6.2958,    0.00108,      15.73,  -0.005426,  IDM,           15,        1,        1, , 1970-01-01T00:01:04Z,   269.7188
     64.00,    2,      229.8,     6.5338,   -0.00409,      33.91,   0.237989,  IDM,           19,        1,        1, , 1970-01-01T00:01:04Z,   229.8134
     64.00,    2,      189.5,     4.9162,    0.01049,      34.33,  -1.617611,  IDM,           18,        1,        1, , 1970-01-01T00:01:04Z,   189.4844
     64.00,    2,      169.8,     5.3386,   -0.10889,      13.73,   0.422368,  IDM,           21,        1,        1, , 1970-01-01T00:01:04Z,   169.7579
     64.00,    2,       80.3,    10.2174,    0.55457,      83.41,   4.878857,  IDM,           28,        1,        1, , 1970-01-01T00:01:04Z,    80.3470
     64.00,    2,       53.1,    11.4508,   -0.94788,      21.26,   1.233365,  IDM,           29,        1,        1, , 1970-01-01T00:01:04Z,    53.0850
     65.00,    1,      283.9,     5.5609,   -0.10406,      12.18,   0.145481,  IDM,           14,        1,        1, , 1970-01-01T00:01:05Z,   283.9137
     65.00,    1,      265.3,     5.8193,   -0.11907,      12.61,   0.258340,  IDM,           16,        1,        1, , 1970-01-01T00:01:05Z,   265.2993
     65.00,    1,      239.0,     8.5694,   -0.56169,      20.32,   2.750111,  IDM,           22,        1,        1, , 1970-01-01T00:01:05Z,   238.9768
     65.00,    1,      177.9,     8.2307,   -0.01511,      55.09,  -0.338701,  IDM,           24,        1,        1, , 1970-01-01T00:01:05Z,   177.8847
     65.00,    1,      142.8,    10.5050,   -0.16059,      29.11,   2.274321,  IDM,           26,        1,        1, , 1970-01-01T00:01:05Z,   142.7774
     65.00,    1,      115.4,     4.7829,    0.03054,      21.39,  -5.722126,  IDM,           25,        1,        1, , 1970-01-01T00:01:05Z,   115.3857
     65.00,    2,      297.7,     6.3034,    0.00204,      13.90,  -0.003641,  IDM,           12,        1,        1, , 1970-01-01T00:01:05Z,   297.7466
     65.00,    2,      276.0,     6.2971,    0.00139,      15.73,  -0.006289,  IDM,           15,        1,        1, , 1970-01-01T00:01:05Z,   276.0152
     65.00,    2,      236.3,     6.5297,   -0.00409,      33.67,   0.232637,  IDM,           19,        1,        1, , 1970-01-01T00:01:05Z,   236.3451
     65.00,    2,      194.4,     4.9258,    0.00895,      35.94,  -1.603903,  IDM,           18,        1,        1, , 1970-01-01T00:01:05Z,   194.4055
     65.00,    2,      175.0,     5.2389,   -0.09187,      13.36,   0.313135,  IDM,           21,        1,        1, , 1970-01-01T00:01:05Z,   175.0452
     65.00,    2,       90.8,    10.7068,    0.43500,      78.23,   5.467889,  IDM,           28,        1,        1, , 1970-01-01T00:01:05Z,    90.8190
     65.00,    2,       64.2,    10.8324,   -0.40748,      20.63,   0.125568,  IDM,           29,        1,        1, , 1970-01-01T00:01:05Z,    64.1841
     66.00,    1,      289.4,     5.4749,   -0.07040,      12.08,   0.046840,  IDM,           14,        1,        1, , 1970-01-01T00:01:06Z,   289.4287
     66.00,    1,      271.1,     5.6988,   -0.11944,      12.37,   0.223936,  IDM,           16,        1,        1, , 1970-01-01T00:01:06Z,   271.0583
     66.00,    1,      247.3,     7.9912,   -0.58709,      17.80,   2.292385,  IDM,           22,        1,        1, , 1970-01-01T00:01:06Z,   247.2590
     66.00,    1,      186.1,     8.2126,   -0.02055,      55.15,   0.221467,  IDM,           24,        1,        1, , 1970-01-01T00:01:06Z,   186.1068
     66.00,    1,      153.2,    10.3137,   -0.21398,      26.92,   2.101032,  IDM,           26,        1,        1, , 1970-01-01T00:01:06Z,   153.1911
     66.00,    1,      120.2,     4.8097,    0.02293,      27.01,  -5.504026,  IDM,           25,        1,        1, , 1970-01-01T00:01:06Z,   120.1826
     66.00,    1,       44.7,     7.2145,    0.00000,      69.45,   2.404827,  IDM,           31,        1,        1, , 1970-01-01T00:01:06Z,    44.7298
     66.00,    2,      282.3,     6.2986,    0.00159,      15.74,  -0.006721,  IDM,           15,        1,        1, , 1970-01-01T00:01:06Z,   282.3130
     66.00,    2,      242.9,     6.5256,   -0.00407,      33.44,   0.227055,  IDM,           19,        1,        1, , 1970-01-01T00:01:06Z,   242.8728
     66.00,    2,      199.3,     4.9340,    0.00771,      37.54,  -1.591578,  IDM,           18,        1,        1, , 1970-01-01T00:01:06Z,   199.3355
     66.00,    2,      180.2,     5.1567,   -0.07445,      13.09,   0.222618,  IDM,           21,        1,        1, , 1970-01-01T00:01:06Z,   180.2416
     66.00,    2,      101.7,    11.0735,    0.31043,      72.52,   5.916876,  IDM,           28,        1,        1, , 1970-01-01T00:01:06Z,   101.7195
     66.00,    2,       74.9,    10.5887,   -0.13636,      20.85,  -0.484810,  IDM,           29,        1,        1, , 1970-01-01T00:01:06Z,    74.8732
     67.00,    1,      294.9,     5.4247,   -0.03372,      12.08,  -0.041209,  IDM,           14,        1,        1, , 1970-01-01T00:01:07Z,   294.8755
     67.00,    1,      276.7,     5.5858,   -0.10572,      12.18,   0.161174,  IDM,           16,        1,        1, , 1970-01-01T00:01:07Z,   276.6995
     67.00,    1,      255.0,     7.4063,   -0.57739,      15.74,   1.820436,  IDM,           22,        1,        1, , 1970-01-01T00:01:07Z,   254.9568
     67.00,    1,      194.3,     8.1888,   -0.02660,      54.65,   0.782542,  IDM,           24,        1,        1, , 1970-01-01T00:01:07Z,   194.3080
     67.00,    1,      163.4,    10.0781,   -0.25085,      24.92,   1.889277,  IDM,           26,        1,        1, , 1970-01-01T00:01:07Z,   163.3899
     67.00,    1,      125.0,     4.8279,    0.01478,      32.39,  -5.250158,  IDM,           25,        1,        1, , 1970-01-01T00:01:07Z,   125.0021
     67.00,    1,       52.4,     8.0254,    0.77363,      66.65,   3.197517,  IDM,           31,        1,        1, , 1970-01-01T00:01:07Z,    52.3563
     67.00,    2,      288.6,     6.3002,    0.00169,      15.74,  -0.006829,  IDM,           15,        1,        1, , 1970-01-01T00:01:07Z,   288.6124
     67.00,    2,      249.4,     6.5216,   -0.00403,      33.22,   0.221355,  IDM,           19,        1,        1, , 1970-01-01T00:01:07Z,   249.3964
     67.00,    2,      204.3,     4.9412,    0.00670,      39.12,  -1.580388,  IDM,           18,        1,        1, , 1970-01-01T00:01:07Z,   204.2732
     67.00,    2,      185.4,     5.0915,   -0.05783,      12.91,   0.150276,  IDM,           21,        1,        1, , 1970-01-01T00:01:07Z,   185.3643
     67.00,    2,      112.9,    11.3148,    0.18459,      66.44,   6.223286,  IDM,           28,        1,        1, , 1970-01-01T00:01:07Z,   112.9240
     67.00,    2,       85.4,    10.5361,    0.00131,      21.50,  -0.778630,  IDM,           29,        1,        1, , 1970-01-01T00:01:07Z,    85.4247
     68.00,    1,      282.2,     5.4930,   -0.08089,      12.05,   0.082987,  IDM,           16,        1,        1, , 1970-01-01T00:01:08Z,   282.2368
     68.00,    1,      262.1,     6.8522,   -0.52952,      14.15,   1.359146,  IDM,           22,        1,        1, , 1970-01-01T00:01:08Z,   262.0819
     68.00,    1,      202.5,     8.1587,   -0.03295,      53.60,   1.306546,  IDM,           24,        1,        1, , 1970-01-01T00:01:08Z,   202.4823
     68.00,    1,      173.3,     9.8144,   -0.27196,      23.14,   1.655654,  IDM,           26,        1,        1, , 1970-01-01T00:01:08Z,   173.3378
     68.00,    1,      129.8,     4.8388,    0.00789,      37.50,  -4.975547,  IDM,           25,        1,        1, , 1970-01-01T00:01:08Z,   129.8361
     68.00,    1,       60.7,     8.7447,    0.67115,      63.09,   3.905869,  IDM,           31,        1,        1, , 1970-01-01T00:01:08Z,    60.7500
     68.00,    2,      294.9,     6.3019,    0.00173,      15.75,  -0.006713,  IDM,           15,        1,        1, , 1970-01-01T00:01:08Z,   294.9135
     68.00,    2,      255.9,     6.5176,   -0.00400,      33.00,   0.215622,  IDM,           19,        1,        1, , 1970-01-01T00:01:08Z,   255.9159
     68.00,    2,      209.2,     4.9474,    0.00587,      40.70,  -1.570143,  IDM,           18,        1,        1, , 1970-01-01T00:01:08Z,   209.2176
     68.00,    2,      190.4,     5.0420,   -0.04289,      12.79,   0.094598,  IDM,           21,        1,        1, , 1970-01-01T00:01:08Z,   190.4298
     68.00,    2,      124.3,    11.4304,    0.05932,      60.12,   6.388357,  IDM,           28,        1,        1, , 1970-01-01T00:01:08Z,   124.3069
     68.00,    2,       96.0,    10.5760,    0.06264,      22.33,  -0.854369,  IDM,           29,        1,        1, , 1970-01-01T00:01:08Z,    95.9760
     69.00,    1,      287.7,     5.4290,   -0.04966,      12.01,   0.002773,  IDM,           16,        1,        1, , 1970-01-01T00:01:09Z,   287.6952
     69.00,    1,      268.7,     6.3644,   -0.44967,      13.01,   0.935413,  IDM,           22,        1,        1, , 1970-01-01T00:01:09Z,   268.6835
     69.00,    1,      210.6,     8.1223,   -0.03922,      52.06,   1.757894,  IDM,           24,        1,        1, , 1970-01-01T00:01:09Z,   210.6233
     69.00,    1,      183.0,     9.5376,   -0.27872,      21.61,   1.415293,  IDM,           26,        1,        1, , 1970-01-01T00:01:09Z,   183.0143
     69.00,    1,      134.7,     4.8444,    0.00400,      42.34,  -4.693243,  IDM,           25,        1,        1, , 1970-01-01T00:01:09Z,   134.6780
     69.00,    2,      262.4,     6.5136,   -0.00396,      32.78,   0.209921,  IDM,           19,        1,        1, , 1970-01-01T00:01:09Z,   262.4315
     69.00,    2,      214.2,     4.9529,    0.00517,      42.26,  -1.560691,  IDM,           18,        1,        1, , 1970-01-01T00:01:09Z,   214.1678
     69.00,    2,      195.5,     5.0063,   -0.03014,      12.71,   0.053438,  IDM,           21,        1,        1, , 1970-01-01T00:01:09Z,   195.4530
     69.00,    2,      135.7,    11.4210,   -0.06558,      53.71,   6.414694,  IDM,           28,        1,        1, , 1970-01-01T00:01:09Z,   135.7429
     69.00,    2,      106.6,    10.6493,    0.07625,      23.16,  -0.771727,  IDM,           29,        1,        1, , 1970-01-01T00:01:09Z,   106.5877
     69.00,    2,       69.8,     9.3639,    0.57801,      30.78,  -1.285431,  IDM,           31,        1,        1, , 1970-01-01T00:01:09Z,    69.8117
     69.00,    2,       40.4,    12.8688,    0.00000,      23.40,   3.504909,  IDM,           32,        1,        1, , 1970-01-01T00:01:09Z,    40.4117
     70.00,    1,      293.1,     5.3974,   -0.01689,      12.04,  -0.068541,  IDM,           16,        1,        1, , 1970-01-01T00:01:10Z,   293.1057
     70.00,    1,      274.8,     5.9681,   -0.35094,      12.26,   0.570684,  IDM,           22,        1,        1, , 1970-01-01T00:01:10Z,   274.8415
     70.00,    1,      218.7,     8.0798,   -0.04506,      50.12,   2.111726,  IDM,           24,        1,        1, , 1970-01-01T00:01:10Z,   218.7249
     70.00,    1,      192.4,     9.2610,   -0.27323,      20.31,   1.181161,  IDM,           26,        1,        1, , 1970-01-01T00:01:10Z,   192.4131
     70.00,    1,      139.5,     4.8472,    0.00209,      46.89,  -4.413797,  IDM,           25,        1,        1, , 1970-01-01T00:01:10Z,   139.5239
     70.00,    2,      268.9,     6.5096,   -0.00392,      32.58,   0.204294,  IDM,           19,        1,        1, , 1970-01-01T00:01:10Z,   268.9431
     70.00,    2,      219.1,     4.9577,    0.00459,      43.82,  -1.551911,  IDM,           18,        1,        1, , 1970-01-01T00:01:10Z,   219.1232
     70.00,    2,      200.4,     4.9821,   -0.01978,      12.68,   0.024350,  IDM,           21,        1,        1, , 1970-01-01T00:01:10Z,   200.4463
     70.00,    2,      147.1,    11.2862,   -0.19175,      47.34,   6.304154,  IDM,           28,        1,        1, , 1970-01-01T00:01:10Z,   147.1070
     70.00,    2,      117.3,    10.7174,    0.05730,      23.83,  -0.568830,  IDM,           29,        1,        1, , 1970-01-01T00:01:10Z,   117.2728
     70.00,    2,       79.4,     9.8902,    0.48378,      31.83,  -0.827190,  IDM,           31,        1,        1, , 1970-01-01T00:01:10Z,    79.4466
     70.00,    2,       52.4,    11.3519,   -1.03144,      21.03,   1.461629,  IDM,           32,        1,        1, , 1970-01-01T00:01:10Z,    52.4210
     71.00,    1,      298.5,     5.3975,    0.01334,      12.14,  -0.123781,  IDM,           16,        1,        1, , 1970-01-01T00:01:11Z,   298.5007
     71.00,    1,      280.7,     5.6740,   -0.24800,      11.85,   0.276488,  IDM,           22,        1,        1, , 1970-01-01T00:01:11Z,   280.6541
     71.00,    1,      226.8,     8.0318,   -0.05029,      47.87,   2.357854,  IDM,           24,        1,        1, , 1970-01-01T00:01:11Z,   226.7811
     71.00,    1,      201.5,     8.9954,   -0.25821,      19.24,   0.963515,  IDM,           26,        1,        1, , 1970-01-01T00:01:11Z,   201.5400
     71.00,    1,      158.3,    11.1951,    0.02578,      37.22,   2.199715,  IDM,           28,        1,        1, , 1970-01-01T00:01:11Z,   158.3153
     71.00,    1,      144.3,     4.6605,   -0.14981,       8.00,  -6.534567,  IDM,           25,        1,        1, , 1970-01-01T00:01:11Z,   144.3115
     71.00,    2,      275.5,     6.5058,   -0.00388,      32.38,   0.198775,  IDM,           19,        1,        1, , 1970-01-01T00:01:11Z,   275.4508
     71.00,    2,      224.1,     4.9620,    0.00409,      45.37,  -1.543707,  IDM,           18,        1,        1, , 1970-01-01T00:01:11Z,   224.0831
     71.00,    2,      205.4,     4.9669,   -0.01173,      12.66,   0.004872,  IDM,           21,        1,        1, , 1970-01-01T00:01:11Z,   205.4202
     71.00,    2,      128.1,    10.9179,    0.32925,      71.37,   5.950980,  IDM,           29,        1,        1, , 1970-01-01T00:01:11Z,   128.0536
     71.00,    2,       89.6,    10.3252,    0.40250,      32.49,  -0.592674,  IDM,           31,        1,        1, , 1970-01-01T00:01:11Z,    89.5609
     71.00,    2,       63.4,    10.6608,   -0.47165,      20.18,   0.335598,  IDM,           32,        1,        1, , 1970-01-01T00:01:11Z,    63.3833
     72.00,    1,      286.2,     5.4794,   -0.15259,      11.69,   0.054383,  IDM,           22,        1,        1, , 1970-01-01T00:01:12Z,   286.2230
     72.00,    1,      234.8,     7.9790,   -0.05489,      45.44,   2.499524,  IDM,           24,        1,        1, , 1970-01-01T00:01:12Z,   234.7869
     72.00,    1,      210.4,     8.7486,   -0.23669,      18.38,   0.769600,  IDM,           26,        1,        1, , 1970-01-01T00:01:12Z,   210.4101
     72.00,    1,      169.5,    11.1634,   -0.07675,      34.91,   2.414877,  IDM,           28,        1,        1, , 1970-01-01T00:01:12Z,   169.5029
     72.00,    1,      149.0,     4.6761,    0.06778,      14.54,  -6.487319,  IDM,           25,        1,        1, , 1970-01-01T00:01:12Z,   148.9660
     72.00,    1,       43.5,     7.0142,    0.00000,      99.48,   2.338064,  IDM,           33,        1,        1, , 1970-01-01T00:01:12Z,    43.4880
     72.00,    2,      282.0,     6.5019,   -0.00384,      32.18,   0.193387,  IDM,           19,        1,        1, , 1970-01-01T00:01:12Z,   281.9546
     72.00,    2,      229.0,     4.9659,    0.00366,      46.91,  -1.535997,  IDM,           18,        1,        1, , 1970-01-01T00:01:12Z,   229.0471
     72.00,    2,      210.4,     4.9586,   -0.00578,      12.66,  -0.007277,  IDM,           21,        1,        1, , 1970-01-01T00:01:12Z,   210.3825
     72.00,    2,      139.1,    11.1768,    0.20114,      65.27,   6.218162,  IDM,           29,        1,        1, , 1970-01-01T00:01:12Z,   139.1115
