#     t[s], lane,       x[m],     v[m/s],   a[m/s^2],     gap[m],    dv[m/s], label,           id,	roadId, originId, infoComment, absTime, xWithOffset[m]
     49.00,    1,      368.0,    10.8473,    0.00419,     177.39,  -1.432657,  IDM,            4,        1,        1, , 1970-01-01T00:00:49Z,   368.0114
     49.00,    1,      323.1,    10.2191,    0.02026,      38.92,  -0.628176,  IDM,            7,        1,        1, , 1970-01-01T00:00:49Z,   323.0885
     49.00,    1,      267.8,    10.4588,   -0.02659,      49.27,   0.239689,  IDM,           10,        1,        1, , 1970-01-01T00:00:49Z,   267.8226
     49.00,    2,      455.4,    10.8798,    0.00006,       0.00,   0.000000,  IDM,            2,        1,        1, , 1970-01-01T00:00:49Z,   455.3792
     49.00,    2,      405.7,    10.3510,    0.01207,      43.68,  -0.528882,  IDM,            5,        1,        1, , 1970-01-01T00:00:49Z,   405.6954
     49.00,    2,      351.2,    10.4002,   -0.00074,      48.51,   0.049258,  IDM,            8,        1,        1, , 1970-01-01T00:00:49Z,   351.1880
     49.00,    2,      227.3,    11.1007,   -0.12645,     117.88,   0.700432,  IDM,           11,        1,        1, , 1970-01-01T00:00:49Z,   227.3103
     49.00,    3,      413.1,    10.8800,   -0.00000,       0.00,   0.000000,  IDM,            3,        1,        1, , 1970-01-01T00:00:49Z,   413.1277
     49.00,    3,      365.3,    10.3061,    0.01480,      41.82,  -0.573875,  IDM,            6,        1,        1, , 1970-01-01T00:00:49Z,   365.3057
     49.00,    3,      309.7,    10.4243,   -0.00565,      49.56,   0.118214,  IDM,            9,        1,        1, , 1970-01-01T00:00:49Z,   309.7449
     49.00,    3,      181.0,    12.4998,   -0.85261,     122.79,   2.075466,  IDM,           12,        1,        1, , 1970-01-01T00:00:49Z,   180.9542
     50.00,    1,      563.7,    12.2800,    0.00000,       0.00,   0.000000,  IDM,            1,        1,        1, , 1970-01-01T00:00:50Z,   563.6775
     50.00,    1,      378.9,    10.8508,    0.00298,     178.82,  -1.429171,  IDM,            4,        1,        1, , 1970-01-01T00:00:50Z,   378.8605
     50.00,    1,      333.3,    10.2387,    0.01893,      39.54,  -0.612139,  IDM,            7,        1,        1, , 1970-01-01T00:00:50Z,   333.3175
     50.00,    1,      278.3,    10.4372,   -0.01808,      49.05,   0.198529,  IDM,           10,        1,        1, , 1970-01-01T00:00:50Z,   278.2699
     50.00,    2,      466.3,    10.8799,    0.00004,       0.00,   0.000000,  IDM,            2,        1,        1, , 1970-01-01T00:00:50Z,   466.2590
     50.00,    2,      416.1,    10.3627,    0.01139,      44.21,  -0.517238,  IDM,            5,        1,        1, , 1970-01-01T00:00:50Z,   416.0523
     50.00,    2,      361.6,    10.3998,   -0.00025,      48.46,   0.037112,  IDM,            8,        1,        1, , 1970-01-01T00:00:50Z,   361.5880
     50.00,    2,      238.4,    10.9989,   -0.08426,     117.23,   0.599163,  IDM,           11,        1,        1, , 1970-01-01T00:00:50Z,   238.3567
     50.00,    3,      424.0,    10.8800,   -0.00000,       0.00,   0.000000,  IDM,            3,        1,        1, , 1970-01-01T00:00:50Z,   424.0076
     50.00,    3,      375.6,    10.3204,    0.01388,      42.39,  -0.559586,  IDM,            6,        1,        1, , 1970-01-01T00:00:50Z,   375.6190
     50.00,    3,      320.2,    10.4198,   -0.00378,      49.45,   0.099360,  IDM,            9,        1,        1, , 1970-01-01T00:00:50Z,   320.1668
     50.00,    3,      193.1,    11.8686,   -0.48929,     121.06,   1.448841,  IDM,           12,        1,        1, , 1970-01-01T00:00:50Z,   193.1098
     51.00,    1,      576.0,    12.2800,    0.00000,       0.00,   0.000000,  IDM,            1,        1,        1, , 1970-01-01T00:00:51Z,   575.9575
     51.00,    1,      389.7,    10.8533,    0.00215,     180.24,  -1.426670,  IDM,            4,        1,        1, , 1970-01-01T00:00:51Z,   389.7127
     51.00,    1,      343.6,    10.2569,    0.01766,      40.15,  -0.596416,  IDM,            7,        1,        1, , 1970-01-01T00:00:51Z,   343.5654
     51.00,    1,      288.7,    10.4225,   -0.01230,      48.87,   0.165585,  IDM,           10,        1,        1, , 1970-01-01T00:00:51Z,   288.6993
     51.00,    2,      477.1,    10.8799,    0.00003,       0.00,   0.000000,  IDM,            2,        1,        1, , 1970-01-01T00:00:51Z,   477.1389
     51.00,    2,      426.4,    10.3737,    0.01078,      44.72,  -0.506220,  IDM,            5,        1,        1, , 1970-01-01T00:00:51Z,   426.4205
     51.00,    2,      372.0,    10.3997,    0.00012,      48.43,   0.026024,  IDM,            8,        1,        1, , 1970-01-01T00:00:51Z,   371.9877
     51.00,    2,      249.3,    10.9307,   -0.05675,     116.67,   0.531020,  IDM,           11,        1,        1, , 1970-01-01T00:00:51Z,   249.3193
     51.00,    3,      434.9,    10.8800,   -0.00000,       0.00,   0.000000,  IDM,            3,        1,        1, , 1970-01-01T00:00:51Z,   434.8876
     51.00,    3,      385.9,    10.3338,    0.01305,      42.94,  -0.546167,  IDM,            6,        1,        1, , 1970-01-01T00:00:51Z,   385.9462
     51.00,    3,      330.6,    10.4167,   -0.00248,      49.36,   0.082916,  IDM,            9,        1,        1, , 1970-01-01T00:00:51Z,   330.5849
     51.00,    3,      204.8,    11.4919,   -0.30110,     119.81,   1.075208,  IDM,           12,        1,        1, , 1970-01-01T00:00:51Z,   204.7751
     52.00,    1,      588.2,    12.2800,    0.00000,       0.00,   0.000000,  IDM,            1,        1,        1, , 1970-01-01T00:00:52Z,   588.2374
     52.00,    1,      400.6,    10.8551,    0.00158,     181.67,  -1.424850,  IDM,            4,        1,        1, , 1970-01-01T00:00:52Z,   400.5669
     52.00,    1,      353.8,    10.2739,    0.01649,      40.74,  -0.581228,  IDM,            7,        1,        1, , 1970-01-01T00:00:52Z,   353.8309
     52.00,    1,      299.1,    10.4125,   -0.00835,      48.71,   0.138572,  IDM,           10,        1,        1, , 1970-01-01T00:00:52Z,   299.1164
     52.00,    1,      167.9,    13.6691,   -1.71250,     125.18,   3.256656,  IDM,           13,        1,        1, , 1970-01-01T00:00:52Z,   167.9355
     52.00,    2,      488.0,    10.8799,    0.00002,       0.00,   0.000000,  IDM,            2,        1,        1, , 1970-01-01T00:00:52Z,   488.0189
     52.00,    2,      436.8,    10.3842,    0.01022,      45.22,  -0.495776,  IDM,            5,        1,        1, , 1970-01-01T00:00:52Z,   436.7995
     52.00,    2,      382.4,    10.4000,    0.00040,      48.41,   0.015838,  IDM,            8,        1,        1, , 1970-01-01T00:00:52Z,   382.3875
     52.00,    2,      260.2,    10.8846,   -0.03853,     116.16,   0.484619,  IDM,           11,        1,        1, , 1970-01-01T00:00:52Z,   260.2255
     52.00,    3,      445.8,    10.8800,   -0.00000,       0.00,   0.000000,  IDM,            3,        1,        1, , 1970-01-01T00:00:52Z,   445.7676
     52.00,    3,      396.3,    10.3465,    0.01230,      43.48,  -0.533537,  IDM,            6,        1,        1, , 1970-01-01T00:00:52Z,   396.2864
     52.00,    3,      341.0,    10.4148,   -0.00155,      49.29,   0.068345,  IDM,            9,        1,        1, , 1970-01-01T00:00:52Z,   341.0006
     52.00,    3,      216.1,    11.2550,   -0.19276,     118.86,   0.840215,  IDM,           12,        1,        1, , 1970-01-01T00:00:52Z,   216.1400
